year,state,minimum_wage_effective,minimum_wage_2020_nominal,CPI_Average
1979,District of Columbia,2.9,10.33,72.6
1979,Florida,2.9,10.33,72.6
1979,Georgia,2.9,10.33,72.6
1979,Guam,2.9,10.33,72.6
1979,Hawaii,2.9,10.33,72.6
1979,Idaho,2.9,10.33,72.6
1979,Illinois,2.9,10.33,72.6
1979,Indiana,2.9,10.33,72.6
1979,Iowa,2.9,10.33,72.6
1979,Kansas,2.9,10.33,72.6
1979,Kentucky,2.9,10.33,72.6
1979,Louisiana,2.9,10.33,72.6
1979,Maine,2.9,10.33,72.6
1979,Maryland,2.9,10.33,72.6
1979,Massachusetts,2.9,10.33,72.6
1979,Michigan,2.9,10.33,72.6
1979,Minnesota,2.9,10.33,72.6
1979,Mississippi,2.9,10.33,72.6
1979,Missouri,2.9,10.33,72.6
1979,Montana,2.9,10.33,72.6
1979,Nebraska,2.9,10.33,72.6
1979,Nevada,2.9,10.33,72.6
1979,New Hampshire,2.9,10.33,72.6
1979,New Jersey,2.9,10.33,72.6
1979,New Mexico,2.9,10.33,72.6
1979,New York,2.9,10.33,72.6
1979,North Carolina,2.9,10.33,72.6
1979,North Dakota,2.9,10.33,72.6
1979,Ohio,2.9,10.33,72.6
1979,Oklahoma,2.9,10.33,72.6
1979,Oregon,2.9,10.33,72.6
1979,Pennsylvania,2.9,10.33,72.6
1979,Puerto Rico,2.9,10.33,72.6
1979,Rhode Island,2.9,10.33,72.6
1979,South Carolina,2.9,10.33,72.6
1979,South Dakota,2.9,10.33,72.6
1979,Tennessee,2.9,10.33,72.6
1979,Texas,2.9,10.33,72.6
1979,U.S. Virgin Islands,2.9,10.33,72.6
1979,Utah,2.9,10.33,72.6
1979,Vermont,2.9,10.33,72.6
1979,Virginia,2.9,10.33,72.6
1979,Washington,2.9,10.33,72.6
1979,West Virginia,2.9,10.33,72.6
1979,Wisconsin,2.9,10.33,72.6
1979,Wyoming,2.9,10.33,72.6
1980,Alabama,3.1,9.73,82.4
1980,Alaska,3.6,11.3,82.4
1980,Arizona,3.1,9.73,82.4
1980,Arkansas,3.1,9.73,82.4
1980,California,3.1,9.73,82.4
1980,Colorado,3.1,9.73,82.4
1980,Connecticut,3.12,9.79,82.4
1980,Delaware,3.1,9.73,82.4
1980,District of Columbia,3.1,9.73,82.4
1980,Florida,3.1,9.73,82.4
1980,Georgia,3.1,9.73,82.4
1980,Guam,3.1,9.73,82.4
1980,Hawaii,3.1,9.73,82.4
1980,Idaho,3.1,9.73,82.4
1980,Illinois,3.1,9.73,82.4
1980,Indiana,3.1,9.73,82.4
1980,Iowa,3.1,9.73,82.4
1980,Kansas,3.1,9.73,82.4
1980,Kentucky,3.1,9.73,82.4
1980,Louisiana,3.1,9.73,82.4
1980,Maine,3.1,9.73,82.4
1980,Maryland,3.1,9.73,82.4
1980,Massachusetts,3.1,9.73,82.4
1980,Michigan,3.1,9.73,82.4
1980,Minnesota,3.1,9.73,82.4
1980,Mississippi,3.1,9.73,82.4
1980,Missouri,3.1,9.73,82.4
1980,Montana,3.1,9.73,82.4
1980,Nebraska,3.1,9.73,82.4
1980,Nevada,3.1,9.73,82.4
1980,New Hampshire,3.1,9.73,82.4
1980,New Jersey,3.1,9.73,82.4
1980,New Mexico,3.1,9.73,82.4
1980,New York,3.1,9.73,82.4
1980,North Carolina,3.1,9.73,82.4
1980,North Dakota,3.1,9.73,82.4
1980,Ohio,3.1,9.73,82.4
1980,Oklahoma,3.1,9.73,82.4
1980,Oregon,3.1,9.73,82.4
1980,Pennsylvania,3.1,9.73,82.4
1980,Puerto Rico,3.1,9.73,82.4
1980,Rhode Island,3.1,9.73,82.4
1980,South Carolina,3.1,9.73,82.4
1980,South Dakota,3.1,9.73,82.4
1980,Tennessee,3.1,9.73,82.4
1980,Texas,3.1,9.73,82.4
1980,U.S. Virgin Islands,3.1,9.73,82.4
1980,Utah,3.1,9.73,82.4
1980,Vermont,3.1,9.73,82.4
1980,Virginia,3.1,9.73,82.4
1980,Washington,3.1,9.73,82.4
1980,West Virginia,3.1,9.73,82.4
1980,Wisconsin,3.1,9.73,82.4
1980,Wyoming,3.1,9.73,82.4
1981,Alabama,3.35,9.53,90.9
1981,Alaska,3.85,10.96,90.9
1981,Arizona,3.35,9.53,90.9
1981,Arkansas,3.35,9.53,90.9
1981,California,3.35,9.53,90.9
1981,Colorado,3.35,9.53,90.9
1981,Connecticut,3.37,9.59,90.9
1981,Delaware,3.35,9.53,90.9
1981,District of Columbia,3.35,9.53,90.9
1981,Florida,3.35,9.53,90.9
1981,Georgia,3.35,9.53,90.9
1981,Guam,3.35,9.53,90.9
1981,Hawaii,3.35,9.53,90.9
1981,Idaho,3.35,9.53,90.9
1981,Illinois,3.35,9.53,90.9
1981,Indiana,3.35,9.53,90.9
1981,Iowa,3.35,9.53,90.9
1981,Kansas,3.35,9.53,90.9
1981,Kentucky,3.35,9.53,90.9
1981,Louisiana,3.35,9.53,90.9
1981,Maine,3.35,9.53,90.9
1981,Maryland,3.35,9.53,90.9
1981,Massachusetts,3.35,9.53,90.9
1981,Michigan,3.35,9.53,90.9
1981,Minnesota,3.35,9.53,90.9
1981,Mississippi,3.35,9.53,90.9
1981,Missouri,3.35,9.53,90.9
1981,Montana,3.35,9.53,90.9
1981,Nebraska,3.35,9.53,90.9
1981,Nevada,3.35,9.53,90.9
1981,New Hampshire,3.35,9.53,90.9
1981,New Jersey,3.35,9.53,90.9
1981,New Mexico,3.35,9.53,90.9
1981,New York,3.35,9.53,90.9
1981,North Carolina,3.35,9.53,90.9
1981,North Dakota,3.35,9.53,90.9
1981,Ohio,3.35,9.53,90.9
1981,Oklahoma,3.35,9.53,90.9
1981,Oregon,3.35,9.53,90.9
1981,Pennsylvania,3.35,9.53,90.9
1981,Puerto Rico,3.35,9.53,90.9
1981,Rhode Island,3.35,9.53,90.9
1981,South Carolina,3.35,9.53,90.9
1981,South Dakota,3.35,9.53,90.9
1981,Tennessee,3.35,9.53,90.9
1981,Texas,3.35,9.53,90.9
1981,U.S. Virgin Islands,3.35,9.53,90.9
1981,Utah,3.35,9.53,90.9
1981,Vermont,3.35,9.53,90.9
1981,Virginia,3.35,9.53,90.9
1981,Washington,3.35,9.53,90.9
1981,West Virginia,3.35,9.53,90.9
1981,Wisconsin,3.35,9.53,90.9
1981,Wyoming,3.35,9.53,90.9
1982,Alabama,3.35,8.98,96.5
1982,Alaska,3.85,10.32,96.5
1982,Arizona,3.35,8.98,96.5
1982,Arkansas,3.35,8.98,96.5
1982,California,3.35,8.98,96.5
1982,Colorado,3.35,8.98,96.5
1982,Connecticut,3.37,9.03,96.5
1982,Delaware,3.35,8.98,96.5
1982,District of Columbia,3.35,8.98,96.5
1982,Florida,3.35,8.98,96.5
1982,Georgia,3.35,8.98,96.5
1982,Guam,3.35,8.98,96.5
1982,Hawaii,3.35,8.98,96.5
1982,Idaho,3.35,8.98,96.5
1982,Illinois,3.35,8.98,96.5
1982,Indiana,3.35,8.98,96.5
1982,Iowa,3.35,8.98,96.5
1982,Kansas,3.35,8.98,96.5
1982,Kentucky,3.35,8.98,96.5
1982,Louisiana,3.35,8.98,96.5
1982,Maine,3.35,8.98,96.5
1982,Maryland,3.35,8.98,96.5
1982,Massachusetts,3.35,8.98,96.5
1982,Michigan,3.35,8.98,96.5
1982,Minnesota,3.35,8.98,96.5
1982,Mississippi,3.35,8.98,96.5
1982,Missouri,3.35,8.98,96.5
1982,Montana,3.35,8.98,96.5
1982,Nebraska,3.35,8.98,96.5
1982,Nevada,3.35,8.98,96.5
1982,New Hampshire,3.35,8.98,96.5
1982,New Jersey,3.35,8.98,96.5
1982,New Mexico,3.35,8.98,96.5
1982,New York,3.35,8.98,96.5
1982,North Carolina,3.35,8.98,96.5
1982,North Dakota,3.35,8.98,96.5
1982,Ohio,3.35,8.98,96.5
1982,Oklahoma,3.35,8.98,96.5
1982,Oregon,3.35,8.98,96.5
1982,Pennsylvania,3.35,8.98,96.5
1982,Puerto Rico,3.35,8.98,96.5
1982,Rhode Island,3.35,8.98,96.5
1982,South Carolina,3.35,8.98,96.5
1982,South Dakota,3.35,8.98,96.5
1982,Tennessee,3.35,8.98,96.5
1982,Texas,3.35,8.98,96.5
1982,U.S. Virgin Islands,3.35,8.98,96.5
1982,Utah,3.35,8.98,96.5
1982,Vermont,3.35,8.98,96.5
1982,Virginia,3.35,8.98,96.5
1982,Washington,3.35,8.98,96.5
1982,West Virginia,3.35,8.98,96.5
1982,Wisconsin,3.35,8.98,96.5
1982,Wyoming,3.35,8.98,96.5
1983,Alabama,3.35,8.7,99.6
1983,Alaska,3.85,10,99.6
1983,Arizona,3.35,8.7,99.6
1983,Arkansas,3.35,8.7,99.6
1983,California,3.35,8.7,99.6
1983,Colorado,3.35,8.7,99.6
1983,Connecticut,3.37,8.75,99.6
1983,Delaware,3.35,8.7,99.6
1983,District of Columbia,3.35,8.7,99.6
1983,Florida,3.35,8.7,99.6
1983,Georgia,3.35,8.7,99.6
1983,Guam,3.35,8.7,99.6
1983,Hawaii,3.35,8.7,99.6
1983,Idaho,3.35,8.7,99.6
1983,Illinois,3.35,8.7,99.6
1983,Indiana,3.35,8.7,99.6
1983,Iowa,3.35,8.7,99.6
1983,Kansas,3.35,8.7,99.6
1983,Kentucky,3.35,8.7,99.6
1983,Louisiana,3.35,8.7,99.6
1983,Maine,3.35,8.7,99.6
1983,Maryland,3.35,8.7,99.6
1983,Massachusetts,3.35,8.7,99.6
1983,Michigan,3.35,8.7,99.6
1983,Minnesota,3.35,8.7,99.6
1983,Mississippi,3.35,8.7,99.6
1983,Missouri,3.35,8.7,99.6
1983,Montana,3.35,8.7,99.6
1983,Nebraska,3.35,8.7,99.6
1983,Nevada,3.35,8.7,99.6
1983,New Hampshire,3.35,8.7,99.6
1983,New Jersey,3.35,8.7,99.6
1983,New Mexico,3.35,8.7,99.6
1983,New York,3.35,8.7,99.6
1983,North Carolina,3.35,8.7,99.6
1983,North Dakota,3.35,8.7,99.6
1983,Ohio,3.35,8.7,99.6
1983,Oklahoma,3.35,8.7,99.6
1983,Oregon,3.35,8.7,99.6
1983,Pennsylvania,3.35,8.7,99.6
1983,Puerto Rico,3.35,8.7,99.6
1983,Rhode Island,3.35,8.7,99.6
1983,South Carolina,3.35,8.7,99.6
1983,South Dakota,3.35,8.7,99.6
1983,Tennessee,3.35,8.7,99.6
1983,Texas,3.35,8.7,99.6
1983,U.S. Virgin Islands,3.35,8.7,99.6
1983,Utah,3.35,8.7,99.6
1983,Vermont,3.35,8.7,99.6
1983,Virginia,3.35,8.7,99.6
1983,Washington,3.35,8.7,99.6
1983,West Virginia,3.35,8.7,99.6
1983,Wisconsin,3.35,8.7,99.6
1983,Wyoming,3.35,8.7,99.6
1984,Alabama,3.35,8.34,103.9
1984,Alaska,3.85,9.58,103.9
1984,Arizona,3.35,8.34,103.9
1984,Arkansas,3.35,8.34,103.9
1984,California,3.35,8.34,103.9
1984,Colorado,3.35,8.34,103.9
1984,Connecticut,3.37,8.39,103.9
1984,Delaware,3.35,8.34,103.9
1984,District of Columbia,3.35,8.34,103.9
1984,Florida,3.35,8.34,103.9
1984,Georgia,3.35,8.34,103.9
1984,Guam,3.35,8.34,103.9
1984,Hawaii,3.35,8.34,103.9
1984,Idaho,3.35,8.34,103.9
1984,Illinois,3.35,8.34,103.9
1984,Indiana,3.35,8.34,103.9
1984,Iowa,3.35,8.34,103.9
1984,Kansas,3.35,8.34,103.9
1984,Kentucky,3.35,8.34,103.9
1984,Louisiana,3.35,8.34,103.9
1984,Maine,3.35,8.34,103.9
1984,Maryland,3.35,8.34,103.9
1984,Massachusetts,3.35,8.34,103.9
1984,Michigan,3.35,8.34,103.9
1984,Minnesota,3.35,8.34,103.9
1984,Mississippi,3.35,8.34,103.9
1984,Missouri,3.35,8.34,103.9
1984,Montana,3.35,8.34,103.9
1984,Nebraska,3.35,8.34,103.9
1984,Nevada,3.35,8.34,103.9
1984,New Hampshire,3.35,8.34,103.9
1984,New Jersey,3.35,8.34,103.9
1984,New Mexico,3.35,8.34,103.9
1984,New York,3.35,8.34,103.9
1984,North Carolina,3.35,8.34,103.9
1984,North Dakota,3.35,8.34,103.9
1984,Ohio,3.35,8.34,103.9
1984,Oklahoma,3.35,8.34,103.9
1984,Oregon,3.35,8.34,103.9
1984,Pennsylvania,3.35,8.34,103.9
1984,Puerto Rico,3.35,8.34,103.9
1984,Rhode Island,3.35,8.34,103.9
1984,South Carolina,3.35,8.34,103.9
1984,South Dakota,3.35,8.34,103.9
1984,Tennessee,3.35,8.34,103.9
1984,Texas,3.35,8.34,103.9
1984,U.S. Virgin Islands,3.35,8.34,103.9
1984,Utah,3.35,8.34,103.9
1984,Vermont,3.35,8.34,103.9
1984,Virginia,3.35,8.34,103.9
1984,Washington,3.35,8.34,103.9
1984,West Virginia,3.35,8.34,103.9
1984,Wisconsin,3.35,8.34,103.9
1984,Wyoming,3.35,8.34,103.9
1985,Alabama,3.35,8.05,107.6
1985,Alaska,3.85,9.26,107.6
1985,Arizona,3.35,8.05,107.6
1985,Arkansas,3.35,8.05,107.6
1985,California,3.35,8.05,107.6
1985,Colorado,3.35,8.05,107.6
1985,Connecticut,3.37,8.1,107.6
1985,Delaware,3.35,8.05,107.6
1985,District of Columbia,3.35,8.05,107.6
1985,Florida,3.35,8.05,107.6
1985,Georgia,3.35,8.05,107.6
1985,Guam,3.35,8.05,107.6
1985,Hawaii,3.35,8.05,107.6
1985,Idaho,3.35,8.05,107.6
1985,Illinois,3.35,8.05,107.6
1985,Indiana,3.35,8.05,107.6
1985,Iowa,3.35,8.05,107.6
1985,Kansas,3.35,8.05,107.6
1985,Kentucky,3.35,8.05,107.6
1985,Louisiana,3.35,8.05,107.6
1985,Maine,3.35,8.05,107.6
1985,Maryland,3.35,8.05,107.6
1985,Massachusetts,3.35,8.05,107.6
1985,Michigan,3.35,8.05,107.6
1985,Minnesota,3.35,8.05,107.6
1985,Mississippi,3.35,8.05,107.6
1985,Missouri,3.35,8.05,107.6
1985,Montana,3.35,8.05,107.6
1985,Nebraska,3.35,8.05,107.6
1985,Nevada,3.35,8.05,107.6
1985,New Hampshire,3.35,8.05,107.6
1985,New Jersey,3.35,8.05,107.6
1985,New Mexico,3.35,8.05,107.6
1985,New York,3.35,8.05,107.6
1985,North Carolina,3.35,8.05,107.6
1985,North Dakota,3.35,8.05,107.6
1985,Ohio,3.35,8.05,107.6
1985,Oklahoma,3.35,8.05,107.6
1985,Oregon,3.35,8.05,107.6
1985,Pennsylvania,3.35,8.05,107.6
1985,Puerto Rico,3.35,8.05,107.6
1985,Rhode Island,3.35,8.05,107.6
1985,South Carolina,3.35,8.05,107.6
1985,South Dakota,3.35,8.05,107.6
1985,Tennessee,3.35,8.05,107.6
1985,Texas,3.35,8.05,107.6
1985,U.S. Virgin Islands,3.35,8.05,107.6
1985,Utah,3.35,8.05,107.6
1985,Vermont,3.35,8.05,107.6
1985,Virginia,3.35,8.05,107.6
1985,Washington,3.35,8.05,107.6
1985,West Virginia,3.35,8.05,107.6
1985,Wisconsin,3.35,8.05,107.6
1985,Wyoming,3.35,8.05,107.6
1986,Alabama,3.35,7.91,109.6
1986,Alaska,3.85,9.09,109.6
1986,Arizona,3.35,7.91,109.6
1986,Arkansas,3.35,7.91,109.6
1986,California,3.35,7.91,109.6
1986,Colorado,3.35,7.91,109.6
1986,Connecticut,3.37,7.95,109.6
1986,Delaware,3.35,7.91,109.6
1986,District of Columbia,3.35,7.91,109.6
1986,Florida,3.35,7.91,109.6
1986,Georgia,3.35,7.91,109.6
1986,Guam,3.35,7.91,109.6
1986,Hawaii,3.35,7.91,109.6
1986,Idaho,3.35,7.91,109.6
1986,Illinois,3.35,7.91,109.6
1986,Indiana,3.35,7.91,109.6
1986,Iowa,3.35,7.91,109.6
1986,Kansas,3.35,7.91,109.6
1986,Kentucky,3.35,7.91,109.6
1986,Louisiana,3.35,7.91,109.6
1986,Maine,3.35,7.91,109.6
1986,Maryland,3.35,7.91,109.6
1986,Massachusetts,3.35,7.91,109.6
1986,Michigan,3.35,7.91,109.6
1986,Minnesota,3.35,7.91,109.6
1986,Mississippi,3.35,7.91,109.6
1986,Missouri,3.35,7.91,109.6
1986,Montana,3.35,7.91,109.6
1986,Nebraska,3.35,7.91,109.6
1986,Nevada,3.35,7.91,109.6
1986,New Hampshire,3.35,7.91,109.6
1986,New Jersey,3.35,7.91,109.6
1986,New Mexico,3.35,7.91,109.6
1986,New York,3.35,7.91,109.6
1986,North Carolina,3.35,7.91,109.6
1986,North Dakota,3.35,7.91,109.6
1986,Ohio,3.35,7.91,109.6
1986,Oklahoma,3.35,7.91,109.6
1986,Oregon,3.35,7.91,109.6
1986,Pennsylvania,3.35,7.91,109.6
1986,Puerto Rico,3.35,7.91,109.6
1986,Rhode Island,3.35,7.91,109.6
1986,South Carolina,3.35,7.91,109.6
1986,South Dakota,3.35,7.91,109.6
1986,Tennessee,3.35,7.91,109.6
1986,Texas,3.35,7.91,109.6
1986,U.S. Virgin Islands,3.35,7.91,109.6
1986,Utah,3.35,7.91,109.6
1986,Vermont,3.35,7.91,109.6
1986,Virginia,3.35,7.91,109.6
1986,Washington,3.35,7.91,109.6
1986,West Virginia,3.35,7.91,109.6
1986,Wisconsin,3.35,7.91,109.6
1986,Wyoming,3.35,7.91,109.6
1987,Alabama,3.35,7.63,113.6
1987,Alaska,3.85,8.77,113.6
1987,Arizona,3.35,7.63,113.6
1987,Arkansas,3.35,7.63,113.6
1987,California,3.35,7.63,113.6
1987,Colorado,3.35,7.63,113.6
1987,Connecticut,3.37,7.67,113.6
1987,Delaware,3.35,7.63,113.6
1987,District of Columbia,3.35,7.63,113.6
1987,Florida,3.35,7.63,113.6
1987,Georgia,3.35,7.63,113.6
1987,Guam,3.35,7.63,113.6
1987,Hawaii,3.35,7.63,113.6
1987,Idaho,3.35,7.63,113.6
1987,Illinois,3.35,7.63,113.6
1987,Indiana,3.35,7.63,113.6
1987,Iowa,3.35,7.63,113.6
1987,Kansas,3.35,7.63,113.6
1987,Kentucky,3.35,7.63,113.6
1987,Louisiana,3.35,7.63,113.6
1987,Maine,3.35,7.63,113.6
1987,Maryland,3.35,7.63,113.6
1987,Massachusetts,3.35,7.63,113.6
1987,Michigan,3.35,7.63,113.6
1987,Minnesota,3.35,7.63,113.6
1987,Mississippi,3.35,7.63,113.6
1987,Missouri,3.35,7.63,113.6
1987,Montana,3.35,7.63,113.6
1987,Nebraska,3.35,7.63,113.6
1987,Nevada,3.35,7.63,113.6
1987,New Hampshire,3.35,7.63,113.6
1987,New Jersey,3.35,7.63,113.6
1987,New Mexico,3.35,7.63,113.6
1987,New York,3.35,7.63,113.6
1987,North Carolina,3.35,7.63,113.6
1987,North Dakota,3.35,7.63,113.6
1987,Ohio,3.35,7.63,113.6
1987,Oklahoma,3.35,7.63,113.6
1987,Oregon,3.35,7.63,113.6
1987,Pennsylvania,3.35,7.63,113.6
1987,Puerto Rico,3.35,7.63,113.6
1987,Rhode Island,3.35,7.63,113.6
1987,South Carolina,3.35,7.63,113.6
1987,South Dakota,3.35,7.63,113.6
1987,Tennessee,3.35,7.63,113.6
1987,Texas,3.35,7.63,113.6
1987,U.S. Virgin Islands,3.35,7.63,113.6
1987,Utah,3.35,7.63,113.6
1987,Vermont,3.35,7.63,113.6
1987,Virginia,3.35,7.63,113.6
1987,Washington,3.35,7.63,113.6
1987,West Virginia,3.35,7.63,113.6
1987,Wisconsin,3.35,7.63,113.6
1987,Wyoming,3.35,7.63,113.6
1988,Alabama,3.35,7.32,118.3
1988,Alaska,3.85,8.42,118.3
1988,Arizona,3.35,7.32,118.3
1988,Arkansas,3.35,7.32,118.3
1988,California,3.35,7.32,118.3
1988,Colorado,3.35,7.32,118.3
1988,Connecticut,3.75,8.2,118.3
1988,Delaware,3.35,7.32,118.3
1988,District of Columbia,3.5,7.65,118.3
1988,Florida,3.35,7.32,118.3
1988,Georgia,3.35,7.32,118.3
1988,Guam,3.35,7.32,118.3
1988,Hawaii,3.85,8.42,118.3
1988,Idaho,3.35,7.32,118.3
1988,Illinois,3.35,7.32,118.3
1988,Indiana,3.35,7.32,118.3
1988,Iowa,3.35,7.32,118.3
1988,Kansas,3.35,7.32,118.3
1988,Kentucky,3.35,7.32,118.3
1988,Louisiana,3.35,7.32,118.3
1988,Maine,3.65,7.98,118.3
1988,Maryland,3.35,7.32,118.3
1988,Massachusetts,3.65,7.98,118.3
1988,Michigan,3.35,7.32,118.3
1988,Minnesota,3.55,7.76,118.3
1988,Mississippi,3.35,7.32,118.3
1988,Missouri,3.35,7.32,118.3
1988,Montana,3.35,7.32,118.3
1988,Nebraska,3.35,7.32,118.3
1988,Nevada,3.35,7.32,118.3
1988,New Hampshire,3.55,7.76,118.3
1988,New Jersey,3.35,7.32,118.3
1988,New Mexico,3.35,7.32,118.3
1988,New York,3.35,7.32,118.3
1988,North Carolina,3.35,7.32,118.3
1988,North Dakota,3.35,7.32,118.3
1988,Ohio,3.35,7.32,118.3
1988,Oklahoma,3.35,7.32,118.3
1988,Oregon,3.35,7.32,118.3
1988,Pennsylvania,3.35,7.32,118.3
1988,Puerto Rico,3.35,7.32,118.3
1988,Rhode Island,3.65,7.98,118.3
1988,South Carolina,3.35,7.32,118.3
1988,South Dakota,3.35,7.32,118.3
1988,Tennessee,3.35,7.32,118.3
1988,Texas,3.35,7.32,118.3
1988,U.S. Virgin Islands,3.35,7.32,118.3
1988,Utah,3.35,7.32,118.3
1988,Vermont,3.55,7.76,118.3
1988,Virginia,3.35,7.32,118.3
1988,Washington,3.35,7.32,118.3
1988,West Virginia,3.35,7.32,118.3
1988,Wisconsin,3.35,7.32,118.3
1988,Wyoming,3.35,7.32,118.3
1989,Alabama,3.35,6.99,124
1989,Alaska,3.85,8.03,124
1989,Arizona,3.35,6.99,124
1989,Arkansas,3.35,6.99,124
1989,California,3.35,6.99,124
1989,Colorado,3.35,6.99,124
1989,Connecticut,3.75,7.82,124
1989,Delaware,3.35,6.99,124
1989,District of Columbia,3.5,7.3,124
1989,Florida,3.35,6.99,124
1989,Georgia,3.35,6.99,124
1989,Guam,3.35,6.99,124
1989,Hawaii,3.85,8.03,124
1989,Idaho,3.35,6.99,124
1989,Illinois,3.35,6.99,124
1989,Indiana,3.35,6.99,124
1989,Iowa,3.35,6.99,124
1989,Kansas,3.35,6.99,124
1989,Kentucky,3.35,6.99,124
1989,Louisiana,3.35,6.99,124
1989,Maine,3.65,7.61,124
1989,Maryland,3.35,6.99,124
1989,Massachusetts,3.65,7.61,124
1989,Michigan,3.35,6.99,124
1989,Minnesota,3.55,7.41,124
1989,Mississippi,3.35,6.99,124
1989,Missouri,3.35,6.99,124
1989,Montana,3.35,6.99,124
1989,Nebraska,3.35,6.99,124
1989,Nevada,3.35,6.99,124
1989,New Hampshire,3.55,7.41,124
1989,New Jersey,3.35,6.99,124
1989,New Mexico,3.35,6.99,124
1989,New York,3.35,6.99,124
1989,North Carolina,3.35,6.99,124
1989,North Dakota,3.35,6.99,124
1989,Ohio,3.35,6.99,124
1989,Oklahoma,3.35,6.99,124
1989,Oregon,3.35,6.99,124
1989,Pennsylvania,3.35,6.99,124
1989,Puerto Rico,3.35,6.99,124
1989,Rhode Island,3.65,7.61,124
1989,South Carolina,3.35,6.99,124
1989,South Dakota,3.35,6.99,124
1989,Tennessee,3.35,6.99,124
1989,Texas,3.35,6.99,124
1989,U.S. Virgin Islands,3.35,6.99,124
1989,Utah,3.35,6.99,124
1989,Vermont,3.55,7.41,124
