year,state,crime_rate,unemployment_rate,divorce_rate_per_1000_people,homeownership_rate,minimum_wage_effective,cpi_average,inflation_rate,avg_wage_index,poverty_rate,education_per_capita,welfare_per_capita
1999,Maine,112.0,4.0,4.1,77.4,5.15,166.6,2.2,30469.84,11.8,1646.6929133858268,533.1496062992126
2000,Maine,109.6,3.3,4.0,76.5,5.15,172.2,3.4,32154.82,11.8,1765.465935787001,542.2083007047769
2001,Maine,111.7,3.8,4.0,75.5,5.15,177.1,2.8,32921.92,12.1,1854.1634241245138,666.0700389105059
2002,Maine,107.8,4.5,3.9,74.0,5.75,179.9,1.6,33252.09,12.1,1944.744976816074,678.9799072642968
2003,Maine,108.6,5.1,3.8,73.7,6.25,184.0,2.3,34064.95,11.8,2079.3553338449733,803.8372985418266
2004,Maine,103.7,4.7,3.7,74.7,6.25,188.9,2.7,35648.55,11.1,2210.779816513761,797.17125382263
2005,Maine,112.5,4.9,3.6,73.9,6.35,195.3,3.4,36952.94,10.1,2207.7743902439024,869.6646341463414
2006,Maine,116.0,4.7,3.7,75.3,6.5,201.6,3.2,38651.41,9.7,2301.5209125475285,744.2585551330799
2007,Maine,118.8,4.7,3.6,74.3,6.75,207.342,2.9,40405.48,9.4,2371.8299164768414,694.9126803340927
2008,Maine,119.4,5.3,3.5,73.9,7.0,215.303,3.8,41334.97,9.4,2442.651515151515,753.3333333333333
2009,Maine,119.9,8.4,3.5,74.0,7.25,214.537,-0.4,40711.61,9.8,2529.2109256449166,844.0060698027314
2010,Maine,122.1,8.4,3.6,73.8,7.5,218.056,1.6,41673.83,10.1,2563.4036144578313,971.9879518072288
2011,Maine,123.3,7.7,3.6,73.9,7.5,224.939,3.2,42979.61,10.3,2619.5030120481924,978.2379518072288
2012,Maine,122.4,7.2,3.4,74.1,7.5,229.594,2.1,44321.67,11.1,2527.8614457831322,1332.3042168674697
2013,Maine,132.5,6.7,3.3,73.5,7.5,232.957,1.5,44888.16,11.4,2443.0398796087284,1213.243039879609
2014,Maine,127.6,5.6,3.2,71.0,7.5,236.736,1.6,46481.52,11.9,2488.580015026296,1370.8489857250188
2015,Maine,129.8,4.4,3.1,69.9,7.5,237.017,0.1,48098.63,13.2,2539.1271632806624,1070.6546275395035
2016,Maine,124.0,3.8,3.01,72.6,7.5,240.007,1.3,48642.15,12.3,2597.1471471471473,976.2012012012011
2017,Maine,120.6,3.4,2.9,71.0,9.0,245.12,2.1,50321.89,11.3,2688.3982035928143,960.5538922155688
2018,Maine,112.0,3.1,2.9,71.2,10.0,251.107,2.4,52145.8,11.6,2790.8208955223877,1009.4776119402985
2019,Maine,115.2,2.7,2.7,73.8,12.0,255.657,1.8,54099.99,10.9,2517.7563150074293,1114.858841010401
1984,Michigan,760.1,11.2,4.9778,72.7,3.35,103.9,4.3,16135.07,20.0,847.3423180592991,540.8194070080863
1985,Michigan,734.1,10.0,4.9222,70.7,3.35,107.6,3.5,16822.51,19.1,891.0335165427309,510.45371268455654
1986,Michigan,803.9,8.9,4.8667,70.9,3.35,109.6,1.9,17321.82,17.6,1027.8280542986424,544.9795302736479
1987,Michigan,780.1,8.4,4.8111,71.7,3.35,113.6,3.7,18426.51,16.4,1089.0145395799677,577.0166935918148
1988,Michigan,741.7,7.6,4.7556,72.5,3.35,118.3,4.1,19334.04,16.0,1196.2966950156099,629.6802669824524
1989,Michigan,709.2,7.2,4.7,73.2,3.35,124.0,4.8,20099.55,15.9,1235.718897976754,611.9995695221696
1990,Michigan,790.4,7.7,4.7,72.3,3.35,130.7,5.4,21027.98,15.9,1287.6600322754168,736.428187197418
1991,Michigan,803.1,9.3,4.6429,70.6,3.8,136.2,4.2,21811.6,16.4,1402.3829878179097,744.2295362256892
1992,Michigan,770.1,9.1,4.5857,70.6,4.25,140.3,3.0,22935.42,16.5,1433.690691009447,520.464918798429
1993,Michigan,791.5,7.3,4.5286,72.3,4.25,144.5,3.0,23132.67,15.7,1577.4145929987349,500.76971741881067
1994,Michigan,766.1,6.1,4.4714,72.0,4.25,148.2,2.6,23753.53,15.1,1589.221745050801,477.3646171572221
1995,Michigan,687.8,5.3,4.4143,72.2,4.25,152.4,2.8,24705.66,14.4,1716.9181146602848,496.1710540006242
1996,Michigan,635.3,4.9,4.3571,73.3,4.25,156.9,2.9,25913.9,13.5,1798.522116577098,459.83877635386517
1997,Michigan,590.0,4.3,4.3,73.3,4.75,160.5,2.3,27426.0,12.6,1896.2734832152755,487.92731752386817
1998,Michigan,620.8,4.0,4.2,74.4,5.15,163.0,1.6,28861.44,12.0,2048.857842137467,459.1678564144402
1999,Michigan,574.9,3.8,4.1,76.5,5.15,166.6,2.2,30469.84,11.6,2174.96961102107,463.6750405186385
2000,Michigan,555.0,3.6,4.0,77.2,5.15,172.2,3.4,32154.82,11.9,2288.237066800603,475.9216474133601
2001,Michigan,553.9,5.2,4.0,77.1,5.15,177.1,2.8,32921.92,11.9,2369.2284629222468,572.5664601239257
2002,Michigan,540.7,6.2,3.9,76.0,5.15,179.9,1.6,33252.09,12.6,2400.2490287877276,660.7829465086164
2003,Michigan,511.3,7.1,3.8,75.6,5.15,184.0,2.3,34064.95,13.1,2488.1184184383073,743.9101927279952
2004,Michigan,492.2,7.0,3.7,77.1,5.15,188.9,2.7,35648.55,13.5,2720.1605709188225,730.2210328080087
2005,Michigan,553.8,6.8,3.6,76.4,5.15,195.3,3.4,36952.94,13.0,2725.14121494401,541.3041323952037
2006,Michigan,564.4,7.0,3.7,77.4,5.15,201.6,3.2,38651.41,13.0,2648.9585399722273,529.0914501091053
2007,Michigan,533.8,7.1,3.6,76.4,6.95,207.342,2.9,40405.48,12.4,2852.034623420555,544.4433389712466
2008,Michigan,514.9,8.2,3.5,75.9,7.15,215.303,3.8,41334.97,12.7,2879.5861241627513,561.6415075477357
2009,Michigan,499.8,13.1,3.5,74.5,7.4,214.537,-0.4,40711.61,12.6,2859.6990972918757,728.8866599799397
2010,Michigan,493.0,12.2,3.6,74.5,7.4,218.056,1.6,41673.83,12.8,2977.2828507795098,1080.805831139907
2011,Michigan,442.8,10.0,3.6,74.1,7.4,224.939,3.2,42979.61,13.2,2933.0567641404436,887.1698876859253
2012,Michigan,455.0,9.0,3.4,74.8,7.4,229.594,2.1,44321.67,13.5,2937.3610830470802,735.6940796120429
2013,Michigan,452.2,8.7,3.3,73.9,7.4,232.957,1.5,44888.16,13.5,2855.965708522441,675.753908219869
2014,Michigan,429.1,7.2,3.2,73.8,8.15,236.736,1.6,46481.52,14.0,2910.994764397906,780.0745066451872
2015,Michigan,420.6,5.4,3.1,74.6,8.15,237.017,0.1,48098.63,15.7,2947.0807328367223,509.64364807731033
2016,Michigan,460.9,5.0,3.01,72.8,8.5,240.007,1.3,48642.15,14.9,3052.0293349407275,547.7797870202934
2017,Michigan,449.9,4.6,2.9,72.9,8.9,245.12,2.1,50321.89,14.1,3121.178711035381,554.1946476896862
2018,Michigan,452.5,4.2,2.9,73.0,9.25,251.107,2.4,52145.8,14.0,3278.9826774807248,585.77150295384
2019,Michigan,437.4,4.1,2.7,73.0,9.65,255.657,1.8,54099.99,12.9,3299.5393089634454,631.5373059589384
1984,Minnesota,211.5,6.3,4.9778,72.6,3.35,103.9,4.3,16135.07,17.9,897.9966611018365,510.4221321249702
1985,Minnesota,256.4,6.0,4.9222,70.0,3.35,107.6,3.5,16822.51,16.7,942.4579682690031,568.50580156287
1986,Minnesota,284.6,5.6,4.8667,68.0,3.35,109.6,1.9,17321.82,16.1,1009.8988948977193,612.6498941923348
1987,Minnesota,285.4,5.1,4.8111,68.9,3.35,113.6,3.7,18426.51,15.9,1136.4931123044594,632.5472799439644
1988,Minnesota,290.1,4.3,4.7556,69.1,3.55,118.3,4.1,19334.04,15.4,1186.3699582753825,667.1998145572555
1989,Minnesota,288.3,4.4,4.7,68.3,3.55,124.0,4.8,20099.55,14.5,1269.9815837937385,720.1197053406997
1990,Minnesota,306.1,4.7,4.7,68.0,3.55,130.7,5.4,21027.98,15.0,1336.96,764.1828571428572
1991,Minnesota,316.0,5.1,4.6429,68.9,4.25,136.2,4.2,21811.6,15.0,1433.4763948497855,867.8111587982834
1992,Minnesota,338.0,5.0,4.5857,66.7,4.25,140.3,3.0,22935.42,14.8,1488.1446751507033,594.2621120785889
1993,Minnesota,353.9,4.8,4.5286,65.8,4.25,144.5,3.0,23132.67,14.0,1609.9955869373346,579.9867608120036
1994,Minnesota,359.0,4.0,4.4714,68.9,4.25,148.2,2.6,23753.53,13.5,1644.9291166848418,560.1744820065431
1995,Minnesota,356.1,3.7,4.4143,73.3,4.25,152.4,2.8,24705.66,11.9,1782.4531148954513,604.8501832291442
1996,Minnesota,338.8,3.8,4.3571,75.4,4.25,156.9,2.9,25913.9,10.9,1785.641244141457,603.962505325948
1997,Minnesota,337.8,3.2,4.3,75.4,4.75,160.5,2.3,27426.0,10.0,1842.9985260054748,571.6571909875764
1998,Minnesota,310.2,2.7,4.2,75.4,5.15,163.0,1.6,28861.44,9.3,1910.926118626431,726.576482830385
1999,Minnesota,274.0,2.7,4.1,76.1,5.15,166.6,2.2,30469.84,8.7,2035.8288770053477,707.075277663513
2000,Minnesota,280.8,3.0,4.0,76.1,5.15,172.2,3.4,32154.82,8.3,2114.4507498986623,721.7673287393595
2001,Minnesota,263.7,3.8,4.0,76.1,5.15,177.1,2.8,32921.92,7.8,2207.826610475617,834.8785871964681
2002,Minnesota,267.2,4.5,3.9,77.3,5.15,179.9,1.6,33252.09,7.6,2279.310344827586,919.812637034084
2003,Minnesota,262.9,4.8,3.8,77.2,5.15,184.0,2.3,34064.95,7.9,2349.524564183835,1036.0736925515057
2004,Minnesota,269.8,4.6,3.7,76.4,5.15,188.9,2.7,35648.55,8.1,2389.466430399685,818.5469580626108
2005,Minnesota,297.3,4.1,3.6,76.5,5.15,195.3,3.4,36952.94,8.4,2424.260818484433,774.8580379870765
2006,Minnesota,310.5,4.1,3.7,75.6,5.25,201.6,3.2,38651.41,8.6,2599.3006993006998,686.7521367521368
2007,Minnesota,289.6,4.6,3.6,73.5,5.25,207.342,2.9,40405.48,9.1,2722.9242920439224,725.1396648044692
2008,Minnesota,265.4,5.4,3.5,73.1,5.85,215.303,3.8,41334.97,9.3,2872.815905180654,756.3563372204168
2009,Minnesota,244.5,7.9,3.5,72.9,6.55,214.537,-0.4,40711.61,9.5,3078.4846183061145,868.9707557918724
2010,Minnesota,235.7,7.4,3.6,72.6,7.25,218.056,1.6,41673.83,9.5,2928.262097533421,1165.9762756543023
2011,Minnesota,230.5,6.5,3.6,71.3,7.25,224.939,3.2,42979.61,10.2,2922.049747521975,1036.899195810735
2012,Minnesota,230.9,5.6,3.4,72.0,7.25,229.594,2.1,44321.67,9.6,2914.6336928226106,909.2599479360357
2013,Minnesota,234.4,5.0,3.3,73.4,7.25,232.957,1.5,44888.16,9.7,2997.2114496768236,789.8060941828255
2014,Minnesota,229.1,4.3,3.2,71.4,7.25,236.736,1.6,46481.52,10.0,3061.7825050430956,906.5285164129837
2015,Minnesota,242.9,3.8,3.1,70.1,7.25,237.017,0.1,48098.63,10.2,3139.0590809628006,804.8687089715536
2016,Minnesota,241.9,3.9,3.01,72.4,7.25,240.007,1.3,48642.15,9.9,3347.0769230769224,847.1131221719456
2017,Minnesota,239.7,3.4,2.9,72.7,7.75,245.12,2.1,50321.89,9.5,3589.6749865325914,864.2305620398635
2018,Minnesota,221.2,3.0,2.9,69.8,8.04,251.107,2.4,52145.8,9.6,3620.9841326439646,920.984132643965
2019,Minnesota,236.4,3.2,2.7,71.4,8.15,255.657,1.8,54099.99,8.9,3517.234042553192,1010.0531914893618
1984,Mississippi,282.0,10.6,4.9778,72.3,3.35,103.9,4.3,16135.07,29.3,610.8182533438238,256.6089693154996
1985,Mississippi,270.9,10.4,4.9222,69.6,3.35,107.6,3.5,16822.51,30.0,651.3545347467608,267.6089517078916
1986,Mississippi,274.1,11.4,4.8667,70.4,3.35,109.6,1.9,17321.82,29.6,733.346394984326,267.6332288401254
1987,Mississippi,269.8,10.1,4.8111,72.5,3.35,113.6,3.7,18426.51,29.1,761.2045365662887,284.5131012905749
1988,Mississippi,325.2,8.5,4.7556,73.7,3.35,118.3,4.1,19334.04,28.5,866.0944206008584,312.71946937182986
1989,Mississippi,311.2,7.9,4.7,72.2,3.35,124.0,4.8,20099.55,27.7,932.4766355140187,337.3442367601246
1990,Mississippi,340.3,7.6,4.7,69.4,3.35,130.7,5.4,21027.98,27.3,984.6094053633891,345.3556160124369
1991,Mississippi,389.1,8.4,4.6429,71.8,3.8,136.2,4.2,21811.6,26.4,1005.9253559061177,416.8526356290881
1992,Mississippi,411.7,8.0,4.5857,70.4,4.25,140.3,3.0,22935.42,25.7,1021.8285714285715,218.59047619047618
1993,Mississippi,433.9,6.7,4.5286,69.7,4.25,144.5,3.0,23132.67,24.1,1056.2971342383107,231.7496229260935
1994,Mississippi,493.7,6.3,4.4714,69.2,4.25,148.2,2.6,23753.53,22.8,1145.5020530048528,248.67487868607694
1995,Mississippi,502.8,6.2,4.4143,71.1,4.25,152.4,2.8,24705.66,20.5,1289.9113082039912,249.63045084996304
1996,Mississippi,488.3,6.0,4.3571,73.0,4.25,156.9,2.9,25913.9,18.5,1354.0431759970727,233.47969264544457
1997,Mississippi,469.0,5.7,4.3,73.7,4.75,160.5,2.3,27426.0,17.3,1363.7318840579712,296.15942028985506
1998,Mississippi,410.7,5.3,4.2,75.1,5.15,163.0,1.6,28861.44,15.9,1486.6571018651364,214.7417503586801
1999,Mississippi,349.3,5.1,4.1,74.9,5.15,166.6,2.2,30469.84,15.7,1585.4403409090912,213.5653409090909
2000,Mississippi,360.9,5.3,4.0,75.2,5.15,172.2,3.4,32154.82,16.0,1707.1629213483147,240.16853932584272
2001,Mississippi,349.9,5.5,4.0,74.5,5.15,177.1,2.8,32921.92,15.7,1736.4178058184366,348.4752891692955
2002,Mississippi,343.9,6.4,3.9,74.9,5.15,179.9,1.6,33252.09,16.1,1798.9157047918854,335.1521511017839
2003,Mississippi,323.9,6.1,3.8,73.4,5.15,184.0,2.3,34064.95,16.9,1860.320781032078,403.76569037656907
2004,Mississippi,295.4,6.1,3.7,74.0,5.15,188.9,2.7,35648.55,16.7,1961.6424116424116,317.7408177408177
2005,Mississippi,279.6,7.6,3.6,78.8,5.15,195.3,3.4,36952.94,17.2,2037.689655172414,289.62068965517244
2006,Mississippi,311.8,6.4,3.7,76.2,5.15,201.6,3.2,38651.41,17.6,2236.313427683811,344.01104590956163
2007,Mississippi,291.3,6.2,3.6,74.0,5.15,207.342,2.9,40405.48,17.3,2317.214236824093,307.9397672826831
2008,Mississippi,304.3,6.7,3.5,75.4,5.85,215.303,3.8,41334.97,17.2,2455.3061224489797,337.61904761904765
2009,Mississippi,286.3,9.4,3.5,75.5,6.55,214.537,-0.4,40711.61,16.2,2526.1517615176153,386.6869918699187
2010,Mississippi,269.3,10.1,3.6,74.8,7.25,218.056,1.6,41673.83,16.1,2536.9235947492425,562.7061595422416
2011,Mississippi,269.0,9.8,3.6,74.8,7.25,224.939,3.2,42979.61,16.0,2452.332997650218,513.8972809667674
2012,Mississippi,260.1,8.8,3.4,74.2,7.25,229.594,2.1,44321.67,16.5,2517.0854271356784,468.5762144053602
2013,Mississippi,277.5,8.5,3.3,74.2,7.25,232.957,1.5,44888.16,17.3,2465.9197324414713,423.2775919732441
2014,Mississippi,278.3,7.6,3.2,73.2,7.25,236.736,1.6,46481.52,16.9,2560.427807486631,391.0093582887701
2015,Mississippi,274.0,6.5,3.1,70.7,7.25,237.017,0.1,48098.63,22.1,2632.7090301003345,345.88628762541805
2016,Mississippi,281.7,5.9,3.01,69.7,7.25,240.007,1.3,48642.15,21.0,2781.7452357071215,311.0665329321297
2017,Mississippi,256.2,5.2,2.9,71.0,7.25,245.12,2.1,50321.89,19.9,2755.4663991975926,297.7599465061852
2018,Mississippi,266.0,5.0,2.9,72.5,7.25,251.107,2.4,52145.8,19.8,2744.954743546765,305.73248407643314
2019,Mississippi,277.9,5.5,2.7,72.7,7.25,255.657,1.8,54099.99,19.5,2794.4257891202146,260.6783075889859
1984,New Jersey,527.7,6.3,4.9778,63.4,3.35,103.9,4.3,16135.07,16.5,789.998668264749,421.0813690238381
1985,New Jersey,544.5,5.6,4.9222,62.3,3.35,107.6,3.5,16822.51,15.1,853.4393638170974,456.1166335321405
1986,New Jersey,572.5,5.0,4.8667,63.3,3.35,109.6,1.9,17321.82,13.3,936.0458981798998,491.59852281719867
1987,New Jersey,541.0,4.0,4.8111,64.0,3.35,113.6,3.7,18426.51,12.7,1024.6357789736187,517.3513584459903
1988,New Jersey,582.8,3.8,4.7556,64.8,3.35,118.3,4.1,19334.04,12.6,1107.6933124346917,540.491118077325
1989,New Jersey,609.0,4.1,4.7,65.7,3.35,124.0,4.8,20099.55,12.6,1227.999480046796,614.7796698297153
1990,New Jersey,647.6,5.1,4.7,65.0,3.35,130.7,5.4,21027.98,13.2,1317.593790426908,686.6882276843467
1991,New Jersey,634.8,6.8,4.6429,64.8,3.8,136.2,4.2,21811.6,14.5,1373.6018471010775,824.2560287326834
1992,New Jersey,625.8,8.5,4.5857,64.6,4.25,140.3,3.0,22935.42,15.3,1503.1925718646655,600.0127194098194
1993,New Jersey,626.9,7.8,4.5286,64.5,4.25,144.5,3.0,23132.67,15.9,1621.7555807794172,590.3266490099634
1994,New Jersey,614.2,6.8,4.4714,64.1,5.05,148.2,2.6,23753.53,16.3,1716.5186945104415,527.610353882706
1995,New Jersey,599.8,6.4,4.4143,64.9,5.05,152.4,2.8,24705.66,16.2,1786.5468071915686,643.0130192188468
1996,New Jersey,531.5,6.1,4.3571,64.6,5.05,156.9,2.9,25913.9,15.8,1819.3877551020407,618.7853454634866
1997,New Jersey,492.6,5.3,4.3,63.1,5.05,160.5,2.3,27426.0,15.1,1859.5879556259906,583.1525051810314
1998,New Jersey,440.2,4.6,4.2,63.1,5.15,163.0,1.6,28861.44,14.6,1983.3434062613321,532.2978363350659
1999,New Jersey,411.9,4.4,4.1,64.5,5.15,166.6,2.2,30469.84,14.4,2049.970034759679,526.1057173678533
2000,New Jersey,383.8,3.7,4.0,66.2,5.15,172.2,3.4,32154.82,14.0,2257.917210295339,495.1607164037481
2001,New Jersey,388.8,4.2,4.0,66.5,5.15,177.1,2.8,32921.92,13.7,2383.837907880787,571.0802214630697
2002,New Jersey,376.1,5.8,3.9,66.9,5.15,179.9,1.6,33252.09,13.3,2434.3398876404494,681.9990636704119
2003,New Jersey,364.3,5.8,3.8,66.9,5.15,184.0,2.3,34064.95,13.1,2717.5463124781545,758.044972620296
2004,New Jersey,356.3,4.9,3.7,68.8,5.15,188.9,2.7,35648.55,12.7,2902.9029261495584,652.4849047840223
2005,New Jersey,355.3,4.4,3.6,70.1,5.15,195.3,3.4,36952.94,12.8,3130.120621665507,622.4773834377174
2006,New Jersey,350.2,4.6,3.7,69.0,6.15,201.6,3.2,38651.41,13.1,3436.9202226345083,693.541280148423
2007,New Jersey,328.6,4.2,3.6,68.3,7.15,207.342,2.9,40405.48,13.1,3475.8452987494215,705.7318202871701
2008,New Jersey,326.5,5.4,3.5,67.3,7.15,215.303,3.8,41334.97,13.4,3569.7102620339374,764.0309361653007
2009,New Jersey,311.4,9.0,3.5,65.9,7.15,214.537,-0.4,40711.61,13.9,3681.1437758383095,948.1051906293064
2010,New Jersey,307.5,9.7,3.6,66.5,7.25,218.056,1.6,41673.83,14.1,3662.9048755540407,1439.69769291965
2011,New Jersey,307.9,9.4,3.6,66.4,7.25,224.939,3.2,42979.61,14.6,3513.3310680711293,1384.8114169215085
2012,New Jersey,290.1,9.4,3.4,66.6,7.25,229.594,2.1,44321.67,15.6,3640.4137463260226,1258.1957947094731
2013,New Jersey,288.9,8.4,3.3,64.9,7.25,232.957,1.5,44888.16,16.2,3738.789794536012,1357.5637841499208
2014,New Jersey,260.9,6.7,3.2,65.2,8.25,236.736,1.6,46481.52,16.7,3902.808165106574,1206.2817187323783
2015,New Jersey,256.0,5.7,3.1,64.0,8.38,237.017,0.1,48098.63,10.8,3984.633596392334,1031.5219842164602
2016,New Jersey,243.5,4.9,3.01,62.2,8.38,240.007,1.3,48642.15,10.4,4139.700247915257,1045.5037187288708
2017,New Jersey,231.8,4.5,2.9,64.1,8.44,245.12,2.1,50321.89,10.0,4191.201620162016,829.9842484248425
2018,New Jersey,208.6,4.0,2.9,65.0,8.6,251.107,2.4,52145.8,9.5,4281.848852901485,835.5937921727397
2019,New Jersey,206.9,3.4,2.7,65.0,11.0,255.657,1.8,54099.99,9.1,4199.156450343044,884.9623214486559
1984,New Mexico,688.1,7.7,4.9778,68.0,3.35,103.9,4.3,16135.07,26.9,975.650289017341,241.97976878612718
1985,New Mexico,703.9,8.6,4.9222,68.2,3.35,107.6,3.5,16822.51,26.2,1038.291814946619,247.1174377224199
1986,New Mexico,725.6,9.2,4.8667,67.8,3.35,109.6,1.9,17321.82,26.1,1119.8457223001403,271.45862552594673
1987,New Mexico,628.5,8.9,4.8111,67.2,3.35,113.6,3.7,18426.51,25.7,1054.2127071823204,300.414364640884
1988,New Mexico,658.1,7.6,4.7556,65.4,3.35,118.3,4.1,19334.04,25.5,1082.312925170068,317.00680272108843
1989,New Mexico,703.9,6.7,4.7,65.5,3.35,124.0,4.8,20099.55,25.9,1175.603217158177,332.30563002680964
1990,New Mexico,780.2,6.7,4.7,68.6,3.35,130.7,5.4,21027.98,26.0,1245.4125412541255,366.00660066006606
1991,New Mexico,834.8,7.2,4.6429,69.5,3.8,136.2,4.2,21811.6,24.7,1336.8762151652627,433.1821127673364
1992,New Mexico,934.9,7.3,4.5857,70.5,4.25,140.3,3.0,22935.42,24.9,1382.7608142493636,325.5089058524173
1993,New Mexico,929.7,7.3,4.5286,69.1,4.25,144.5,3.0,23132.67,25.6,1444.472204871955,333.3541536539663
1994,New Mexico,889.2,6.5,4.4714,66.8,4.25,148.2,2.6,23753.53,25.6,1434.601226993865,324.2944785276074
1995,New Mexico,819.2,6.7,4.4143,67.0,4.25,152.4,2.8,24705.66,24.9,1561.867469879518,359.6987951807229
1996,New Mexico,840.6,7.5,4.3571,67.1,4.25,156.9,2.9,25913.9,24.4,1556.7120047309284,334.5949142519219
1997,New Mexico,853.3,6.4,4.3,69.6,4.75,160.5,2.3,27426.0,23.4,1740.766550522648,340.5923344947735
1998,New Mexico,961.4,6.2,4.2,71.3,5.15,163.0,1.6,28861.44,21.7,1790.478905359179,329.8745724059293
1999,New Mexico,834.6,5.6,4.1,72.6,5.15,166.6,2.2,30469.84,19.9,1884.5464725643897,329.2273236282195
2000,New Mexico,757.9,5.0,4.0,73.7,5.15,172.2,3.4,32154.82,19.1,2046.6227347611205,326.19439868204284
2001,New Mexico,780.4,5.0,4.0,70.8,5.15,177.1,2.8,32921.92,18.6,2126.243849097868,420.33898305084745
2002,New Mexico,740.7,5.5,3.9,70.0,5.15,179.9,1.6,33252.09,17.7,2275.8918918918916,387.94594594594594
2003,New Mexico,667.3,5.9,3.8,70.3,5.15,184.0,2.3,34064.95,17.3,2359.5721925133685,492.6737967914438
2004,New Mexico,687.4,5.6,3.7,71.5,5.15,188.9,2.7,35648.55,16.9,2479.651162790698,440.69767441860466
2005,New Mexico,646.3,5.2,3.6,71.4,5.15,195.3,3.4,36952.94,15.9,2564.214919144497,441.7318727177882
2006,New Mexico,654.7,4.2,3.7,72.0,5.15,201.6,3.2,38651.41,15.8,2711.3741636644363,389.758106021616
2007,New Mexico,675.7,3.6,3.6,71.5,5.15,207.342,2.9,40405.48,15.7,2950.5332656170644,332.6561706449975
2008,New Mexico,653.5,4.3,3.5,70.4,6.5,215.303,3.8,41334.97,15.2,3159.6879718168093,375.742325113236
2009,New Mexico,632.4,7.1,3.5,69.1,7.5,214.537,-0.4,40711.61,15.1,3330.796019900498,456.5174129353234
2010,New Mexico,588.0,7.8,3.6,68.6,7.5,218.056,1.6,41673.83,16.2,3180.2905569007266,656.3680387409202
2011,New Mexico,572.7,7.2,3.6,69.1,7.5,224.939,3.2,42979.61,15.7,3066.8909178279673,655.9827006246996
2012,New Mexico,559.6,7.0,3.4,66.8,7.5,229.594,2.1,44321.67,16.0,3032.1839080459768,542.3371647509579
2013,New Mexico,622.5,6.9,3.3,67.3,7.5,232.957,1.5,44888.16,16.6,2972.623029144768,446.9182990922121
2014,New Mexico,597.7,6.6,3.2,66.3,7.5,236.736,1.6,46481.52,15.9,3029.33014354067,401.96172248803833
2015,New Mexico,657.2,6.6,3.1,66.5,7.5,237.017,0.1,48098.63,19.8,3258.708133971292,394.44976076555025
2016,New Mexico,699.4,6.7,3.01,67.4,7.5,240.007,1.3,48642.15,19.1,3207.3578595317726,373.3874820831343
