year,state,crime_rate,unemployment_rate,divorce_rate_per_1000_people,homeownership_rate,minimum_wage_effective,cpi_average,inflation_rate,avg_wage_index,poverty_rate,education_per_capita,welfare_per_capita
1999,Utah,275.6,3.5,4.1,74.7,5.15,166.6,2.2,30469.84,9.8,1894.5312499999998,387.4080882352941
2000,Utah,255.7,3.3,4.0,72.7,5.15,172.2,3.4,32154.82,10.1,1915.24064171123,313.14616755793224
2001,Utah,233.2,4.4,4.0,72.4,5.15,177.1,2.8,32921.92,10.5,2089.7861195984287,371.9336534264514
2002,Utah,236.7,5.7,3.9,72.8,5.15,179.9,1.6,33252.09,11.0,2272.322193658955,392.58783204798624
2003,Utah,250.4,5.6,3.8,73.4,5.15,184.0,2.3,34064.95,11.3,2197.563025210084,476.0924369747899
2004,Utah,233.3,5.0,3.7,74.9,5.15,188.9,2.7,35648.55,11.0,2258.589585895859,422.75522755227547
2005,Utah,225.4,4.0,3.6,73.9,5.15,195.3,3.4,36952.94,11.0,2240.08,360.68
2006,Utah,226.3,2.8,3.7,73.5,5.15,201.6,3.2,38651.41,10.2,2333.43653250774,352.438080495356
2007,Utah,239.9,2.6,3.6,74.9,5.15,207.342,2.9,40405.48,10.1,2427.8528528528527,349.77477477477476
2008,Utah,225.3,3.3,3.5,76.2,5.85,215.303,3.8,41334.97,10.0,2774.807480748075,358.4525119178585
2009,Utah,215.4,7.3,3.5,74.1,6.55,214.537,-0.4,40711.61,9.9,2850.628366247756,501.6157989228007
2010,Utah,213.5,7.9,3.6,72.5,7.25,218.056,1.6,41673.83,10.0,2692.828828828829,718.3063063063063
2011,Utah,197.1,7.1,3.6,71.4,7.25,224.939,3.2,42979.61,10.4,2800.142095914742,639.6447602131439
2012,Utah,208.0,4.8,3.4,71.1,7.25,229.594,2.1,44321.67,10.5,2869.4814295725296,612.1934127540294
2013,Utah,228.9,4.2,3.3,70.9,7.25,232.957,1.5,44888.16,10.6,2904.0013797861334,574.6119351500517
2014,Utah,219.5,3.6,3.2,70.9,7.25,236.736,1.6,46481.52,9.8,2827.535738597685,568.9925119128659
2015,Utah,238.7,3.5,3.1,69.9,7.25,237.017,0.1,48098.63,11.2,2939.2761394101876,515.3820375335121
2016,Utah,243.3,3.3,3.01,71.3,7.25,240.007,1.3,48642.15,10.2,3166.0315374507227,507.1287779237845
2017,Utah,242.2,3.1,2.9,71.0,7.25,245.12,2.1,50321.89,9.7,3240.4317010309273,502.7061855670103
2018,Utah,239.4,2.9,2.9,72.2,7.25,251.107,2.4,52145.8,9.1,3366.6244057052304,488.55784469096676
2019,Utah,235.6,2.5,2.7,71.9,7.25,255.657,1.8,54099.99,8.8,3319.263190758664,527.8176709334998
1984,Vermont,145.1,4.9,4.9778,66.9,3.35,103.9,4.3,16135.07,17.7,848.3992467043314,382.2975517890772
1985,Vermont,147.7,4.6,4.9222,69.5,3.35,107.6,3.5,16822.51,16.6,907.462686567164,407.46268656716416
1986,Vermont,149.2,4.3,4.8667,69.8,3.35,109.6,1.9,17321.82,15.0,994.6494464944649,418.450184501845
1987,Vermont,136.5,3.7,4.8111,70.5,3.35,113.6,3.7,18426.51,14.2,1114.6252285191956,437.84277879341863
1988,Vermont,142.3,3.0,4.7556,68.7,3.55,118.3,4.1,19334.04,13.9,1237.1376811594203,446.195652173913
1989,Vermont,132.8,3.6,4.7,69.7,3.55,124.0,4.8,20099.55,13.5,1361.7594254937162,536.8043087971274
1990,Vermont,127.2,4.7,4.7,72.6,3.55,130.7,5.4,21027.98,13.8,1523.2682060390766,621.1367673179396
1991,Vermont,116.8,5.9,4.6429,70.8,3.85,136.2,4.2,21811.6,14.4,1599.8236331569667,788.7125220458554
1992,Vermont,109.5,6.2,4.5857,70.8,4.25,140.3,3.0,22935.42,14.5,1602.6223776223778,534.7902097902098
1993,Vermont,114.2,5.2,4.5286,68.5,4.25,144.5,3.0,23132.67,14.5,1552.951388888889,540.7986111111112
1994,Vermont,96.9,4.4,4.4714,69.4,4.25,148.2,2.6,23753.53,14.2,1648.3648881239244,553.3562822719449
1995,Vermont,118.3,4.2,4.4143,70.4,4.25,152.4,2.8,24705.66,13.2,1697.094017094017,588.3760683760684
1996,Vermont,121.2,4.3,4.3571,70.3,4.75,156.9,2.9,25913.9,12.1,1783.5593220338983,538.8135593220339
1997,Vermont,119.7,3.9,4.3,69.1,5.0,160.5,2.3,27426.0,11.6,1897.9831932773109,534.1176470588235
1998,Vermont,106.3,3.5,4.2,69.1,5.25,163.0,1.6,28861.44,10.9,1971.786310517529,505.50918196994996
1999,Vermont,113.9,3.1,4.1,69.1,5.25,166.6,2.2,30469.84,10.4,2058.4437086092717,500.82781456953643
2000,Vermont,113.5,2.8,4.0,68.7,5.75,172.2,3.4,32154.82,10.7,2198.688524590164,568.6885245901639
2001,Vermont,105.1,3.3,4.0,69.8,6.25,177.1,2.8,32921.92,10.6,2304.4117647058824,606.6993464052288
2002,Vermont,106.7,3.8,3.9,70.3,6.25,179.9,1.6,33252.09,10.3,2397.2357723577234,711.219512195122
2003,Vermont,114.2,4.4,3.8,71.4,6.25,184.0,2.3,34064.95,9.7,2691.410048622366,925.1215559157212
2004,Vermont,114.8,3.7,3.7,72.0,6.75,188.9,2.7,35648.55,9.1,2872.8155339805826,936.084142394822
2005,Vermont,125.6,3.5,3.6,74.2,7.0,195.3,3.4,36952.94,9.0,3101.7770597738286,826.9789983844911
2006,Vermont,145.1,3.7,3.7,74.0,7.25,201.6,3.2,38651.41,9.1,3298.548387096774,705.8064516129033
2007,Vermont,129.1,3.9,3.6,73.7,7.53,207.342,2.9,40405.48,9.0,3501.1290322580644,786.9354838709677
2008,Vermont,137.5,4.5,3.5,72.8,7.68,215.303,3.8,41334.97,9.2,3593.8808373590987,848.4702093397746
2009,Vermont,134.6,6.2,3.5,74.3,8.06,214.537,-0.4,40711.61,9.5,3683.922829581994,999.5176848874598
2010,Vermont,131.0,6.3,3.6,73.6,8.06,218.056,1.6,41673.83,9.3,3777.476038338658,1189.776357827476
2011,Vermont,147.6,5.6,3.6,74.6,8.15,224.939,3.2,42979.61,9.3,3822.488038277512,992.6634768740031
2012,Vermont,142.3,4.8,3.4,73.4,8.46,229.594,2.1,44321.67,9.4,3877.955271565495,1400.0
2013,Vermont,123.6,4.4,3.3,73.0,8.6,232.957,1.5,44888.16,9.4,4027.9106858054224,1412.280701754386
2014,Vermont,102.6,4.0,3.2,73.5,8.73,236.736,1.6,46481.52,8.8,4123.961661341853,1518.0511182108626
2015,Vermont,119.3,3.5,3.1,71.8,9.15,237.017,0.1,48098.63,10.4,4201.757188498403,1442.0127795527158
2016,Vermont,136.5,3.1,3.01,71.3,9.6,240.007,1.3,48642.15,11.3,4444.871794871795,1493.75
2017,Vermont,173.3,3.0,2.9,71.1,10.0,245.12,2.1,50321.89,10.8,4578.719999999999,1507.52
2018,Vermont,185.0,2.6,2.9,71.4,10.5,251.107,2.4,52145.8,10.7,4933.12,1466.24
2019,Vermont,202.2,2.3,2.7,70.9,10.96,255.657,1.8,54099.99,10.1,4795.833333333333,1361.378205128205
1984,Virginia,295.6,5.1,4.9778,68.3,3.35,103.9,4.3,16135.07,15.9,740.8080451658433,215.80804516584334
1985,Virginia,294.7,5.4,4.9222,68.5,3.35,107.6,3.5,16822.51,15.2,805.1808066759388,237.2044506258693
1986,Virginia,306.0,5.0,4.8667,68.2,3.35,109.6,1.9,17321.82,14.4,889.9074708704592,240.47292666209734
1987,Virginia,295.0,4.2,4.8111,69.0,3.35,113.6,3.7,18426.51,14.5,953.613644039176,263.39074636946975
1988,Virginia,299.2,3.9,4.7556,69.8,3.35,118.3,4.1,19334.04,14.4,1034.3817606922948,282.492927275753
1989,Virginia,312.5,3.9,4.7,70.2,3.35,124.0,4.8,20099.55,14.9,1132.3384716300427,299.19645785503445
1990,Virginia,350.6,4.4,4.7,69.8,3.35,130.7,5.4,21027.98,14.7,1242.7994181347988,330.5317601422337
1991,Virginia,373.2,5.8,4.6429,68.9,3.8,136.2,4.2,21811.6,15.0,1290.687290703237,428.6397703715516
1992,Virginia,374.9,6.2,4.5857,67.8,4.25,140.3,3.0,22935.42,14.9,1273.5368156073002,290.32410320956575
1993,Virginia,372.2,5.2,4.5286,68.5,4.25,144.5,3.0,23132.67,14.6,1310.7575287177895,296.10369450481215
1994,Virginia,357.7,4.8,4.4714,69.3,4.25,148.2,2.6,23753.53,14.4,1371.8376722817763,305.63552833078097
1995,Virginia,361.5,4.4,4.4143,68.1,4.25,152.4,2.8,24705.66,14.7,1431.0063463281956,309.56482320942877
1996,Virginia,341.3,4.3,4.3571,68.5,4.25,156.9,2.9,25913.9,14.0,1516.711389385808,304.42754919499106
1997,Virginia,345.2,3.7,4.3,68.4,4.75,160.5,2.3,27426.0,13.0,1556.7814062959694,319.2703736393057
1998,Virginia,325.7,2.8,4.2,69.4,5.15,163.0,1.6,28861.44,12.3,1631.9692352343636,326.0049339718473
1999,Virginia,314.7,2.7,4.1,71.2,5.15,166.6,2.2,30469.84,11.4,1716.2800687285223,336.84135166093927
2000,Virginia,281.7,2.3,4.0,73.9,5.15,172.2,3.4,32154.82,10.7,1878.6910626319493,350.99225897255457
2001,Virginia,291.0,3.3,4.0,75.1,5.15,177.1,2.8,32921.92,10.7,1995.5360867751356,393.422333472396
2002,Virginia,291.7,4.4,3.9,74.4,5.15,179.9,1.6,33252.09,11.2,2111.930258099945,392.53157605711147
2003,Virginia,278.2,4.3,3.8,75.0,5.15,184.0,2.3,34064.95,11.2,2130.9058855438025,552.4138866286954
2004,Virginia,275.5,4.1,3.7,73.4,5.15,188.9,2.7,35648.55,11.5,2189.650555629937,490.4404873477038
2005,Virginia,283.4,3.8,3.6,71.2,5.15,195.3,3.4,36952.94,11.3,2361.9381279746167,461.3299841353781
2006,Virginia,283.7,3.3,3.7,71.1,5.15,201.6,3.2,38651.41,11.5,2554.8842683405255,478.88060677389825
2007,Virginia,272.8,3.3,3.6,71.5,5.15,207.342,2.9,40405.48,11.4,2755.6865284974097,521.3471502590673
2008,Virginia,257.8,4.3,3.5,70.6,5.85,215.303,3.8,41334.97,11.5,2957.062219371392,537.5497113534317
2009,Virginia,230.8,6.8,3.5,69.7,6.55,214.537,-0.4,40711.61,12.0,2885.322846631993,602.1311683369277
2010,Virginia,214.2,7.3,3.6,68.7,7.25,218.056,1.6,41673.83,12.5,2858.6241276171486,706.3434695912264
2011,Virginia,197.6,6.6,3.6,67.9,7.25,224.939,3.2,42979.61,12.9,2834.226117008146,662.8363367069859
2012,Virginia,191.5,5.9,3.4,67.8,7.25,229.594,2.1,44321.67,13.5,2909.722731159155,617.7965066568951
2013,Virginia,197.8,5.6,3.3,68.1,7.25,232.957,1.5,44888.16,13.9,2960.9011627906975,571.0029069767442
2014,Virginia,198.4,5.1,3.2,68.7,7.25,236.736,1.6,46481.52,14.1,2958.280216476248,591.9903788334335
2015,Virginia,199.6,4.4,3.1,67.1,7.25,237.017,0.1,48098.63,11.2,3066.7025218118797,474.43528146288986
2016,Virginia,219.8,4.0,3.01,66.3,7.25,240.007,1.3,48642.15,11.0,3074.16250890948,469.8028035162747
2017,Virginia,210.4,3.7,2.9,67.5,7.25,245.12,2.1,50321.89,10.7,3222.0162908747493,461.00814543737454
2018,Virginia,204.2,2.9,2.9,66.0,7.25,251.107,2.4,52145.8,10.7,3251.5920573375633,442.3452003289861
2019,Virginia,208.0,2.7,2.7,67.6,7.25,255.657,1.8,54099.99,9.9,3290.3003389038213,487.0632230922052
1984,West Virginia,168.2,14.1,4.9778,72.0,3.35,103.9,4.3,16135.07,27.9,729.1092258748674,396.65959703075293
1985,West Virginia,166.0,13.2,4.9222,75.9,3.35,107.6,3.5,16822.51,27.7,838.3422459893048,410.6951871657754
1986,West Virginia,164.5,12.0,4.8667,76.4,3.35,109.6,1.9,17321.82,27.4,868.6084142394822,453.3980582524272
1987,West Virginia,137.3,11.0,4.8111,72.5,3.35,113.6,3.7,18426.51,26.6,883.1973898858075,539.4235997824904
1988,West Virginia,131.4,9.9,4.7556,73.2,3.35,118.3,4.1,19334.04,24.7,899.2324561403509,508.2236842105263
1989,West Virginia,146.7,8.7,4.7,74.8,3.35,124.0,4.8,20099.55,22.9,944.8313985627419,524.5439469320066
1990,West Virginia,169.3,8.6,4.7,72.0,3.35,130.7,5.4,21027.98,22.4,987.0607919687675,601.7289459007251
1991,West Virginia,191.0,10.6,4.6429,72.4,3.8,136.2,4.2,21811.6,22.4,1108.5793871866297,684.4568245125348
1992,West Virginia,211.5,11.2,4.5857,73.3,4.25,140.3,3.0,22935.42,22.3,1253.8975501113584,313.3073496659243
1993,West Virginia,208.4,10.3,4.5286,73.3,4.25,144.5,3.0,23132.67,21.5,1348.0533926585094,328.25361512791994
1994,West Virginia,215.8,8.8,4.4714,73.7,4.25,148.2,2.6,23753.53,21.1,1365.869927737632,325.4030016675931
1995,West Virginia,210.2,8.0,4.4143,73.1,4.25,152.4,2.8,24705.66,19.5,1453.026096612993,360.07773459189343
1996,West Virginia,210.1,7.7,4.3571,74.3,4.25,156.9,2.9,25913.9,17.5,1480.8546059933408,339.73362930077695
1997,West Virginia,218.7,7.0,4.3,74.6,4.75,160.5,2.3,27426.0,16.1,1548.6141906873613,313.7472283813747
1998,West Virginia,248.6,6.7,4.2,74.8,5.15,163.0,1.6,28861.44,15.1,1596.731301939058,291.41274238227146
1999,West Virginia,350.7,6.5,4.1,74.8,5.15,166.6,2.2,30469.84,14.4,1684.1726618705038,287.3270614277809
2000,West Virginia,316.5,5.6,4.0,75.9,5.15,172.2,3.4,32154.82,14.3,1768.2346430547868,318.2069728832319
2001,West Virginia,279.6,5.4,4.0,76.4,5.15,177.1,2.8,32921.92,14.5,1829.905503057254,354.0856031128405
2002,West Virginia,233.9,6.5,3.9,77.2,5.15,179.9,1.6,33252.09,14.6,1972.1511951083937,422.29016120066706
2003,West Virginia,255.4,6.6,3.8,78.1,5.15,184.0,2.3,34064.95,14.9,2097.8357380688126,470.92119866814653
2004,West Virginia,281.9,5.8,3.7,80.3,5.15,188.9,2.7,35648.55,14.8,2093.12257348863,336.1064891846922
2005,West Virginia,273.9,5.5,3.6,81.3,5.15,195.3,3.4,36952.94,13.9,2190.9645232815965,297.450110864745
2006,West Virginia,281.2,5.2,3.7,78.4,5.15,201.6,3.2,38651.41,13.1,2387.825124515772,281.62700608743774
2007,West Virginia,276.8,4.8,3.6,77.6,5.85,207.342,2.9,40405.48,12.4,2527.7194919933736,317.7802319160685
2008,West Virginia,275.9,4.7,3.5,77.8,6.55,215.303,3.8,41334.97,12.0,2600.0550964187332,331.0192837465565
2009,West Virginia,305.2,8.3,3.5,78.7,7.25,214.537,-0.4,40711.61,11.6,2711.0439560439563,380.4395604395604
2010,West Virginia,301.2,8.7,3.6,79.0,7.25,218.056,1.6,41673.83,12.0,2861.0032362459547,569.4714131607335
2011,West Virginia,296.3,7.8,3.6,78.7,7.25,224.939,3.2,42979.61,12.3,3037.102854065697,574.6903607969845
2012,West Virginia,320.1,7.2,3.4,75.8,7.25,229.594,2.1,44321.67,13.1,2995.907377490576,504.84652665589664
2013,West Virginia,305.2,6.7,3.3,76.8,7.25,232.957,1.5,44888.16,13.7,2978.2210242587603,518.7601078167115
2014,West Virginia,316.4,6.5,3.2,75.6,7.25,236.736,1.6,46481.52,14.0,2951.7017828200974,448.83846569421934
2015,West Virginia,347.5,6.6,3.1,74.9,8.0,237.017,0.1,48098.63,18.0,2916.006511123169,672.4905046120456
2016,West Virginia,362.7,6.1,3.01,74.8,8.75,240.007,1.3,48642.15,17.9,2955.4039301310045,734.6615720524018
2017,West Virginia,361.2,5.2,2.9,75.1,8.75,245.12,2.1,50321.89,18.5,2994.2825728422213,704.8927982407916
2018,West Virginia,299.9,5.2,2.9,74.7,8.75,251.107,2.4,52145.8,17.4,2883.4440753045405,744.4075304540421
2019,West Virginia,316.6,4.9,2.7,75.6,8.75,255.657,1.8,54099.99,16.2,2923.1197771587745,642.7855153203343
1984,Wisconsin,196.5,7.3,4.9778,65.2,3.35,103.9,4.3,16135.07,16.2,913.622096672944,457.60619376438586
1985,Wisconsin,206.9,7.2,4.9222,63.8,3.35,107.6,3.5,16822.51,16.1,958.7119633180491,506.0025010421009
1986,Wisconsin,257.9,6.8,4.8667,66.5,3.35,109.6,1.9,17321.82,15.0,1032.2399833921527,531.1397135146357
1987,Wisconsin,249.9,5.7,4.8111,68.2,3.35,113.6,3.7,18426.51,13.3,1069.8448810754912,581.5718717683558
1988,Wisconsin,214.4,4.4,4.7556,68.0,3.35,118.3,4.1,19334.04,12.5,1184.116192830655,556.3658838071693
1989,Wisconsin,222.6,4.3,4.7,69.3,3.35,124.0,4.8,20099.55,11.8,1234.1678637389698,585.9839934332033
1990,Wisconsin,264.7,4.4,4.7,68.3,3.35,130.7,5.4,21027.98,11.6,1338.40964840556,633.5854456255109
1991,Wisconsin,277.0,5.4,4.6429,68.9,3.8,136.2,4.2,21811.6,12.4,1450.4152319222198,701.8634798460603
1992,Wisconsin,275.7,5.1,4.5857,69.4,4.25,140.3,3.0,22935.42,12.5,1494.200280955248,462.35199678908293
1993,Wisconsin,264.4,4.3,4.5286,65.7,4.25,144.5,3.0,23132.67,12.2,1618.0155100417578,489.26227878305826
1994,Wisconsin,270.5,4.2,4.4714,64.2,4.25,148.2,2.6,23753.53,12.1,1649.6354679802955,484.0788177339901
1995,Wisconsin,281.1,3.7,4.4143,67.5,4.25,152.4,2.8,24705.66,11.3,1710.6598984771574,538.7153455681375
1996,Wisconsin,252.7,3.6,4.3571,68.2,4.25,156.9,2.9,25913.9,10.1,1800.4448742746613,517.1566731141199
1997,Wisconsin,270.6,3.5,4.3,68.3,4.75,160.5,2.3,27426.0,9.6,1893.522422384055,532.6561901111537
1998,Wisconsin,249.0,3.3,4.2,70.1,5.15,163.0,1.6,28861.44,9.3,2006.855298139005,460.04557538928975
1999,Wisconsin,245.8,3.1,4.1,70.9,5.15,166.6,2.2,30469.84,8.7,2082.0131702728127,510.12229539040453
2000,Wisconsin,236.8,3.4,4.0,71.8,5.15,172.2,3.4,32154.82,8.5,2162.318570896911,508.1317454410123
2001,Wisconsin,231.0,4.4,4.0,72.3,5.15,177.1,2.8,32921.92,8.6,2300.5731188759473,610.1867258273248
2002,Wisconsin,225.0,5.3,3.9,72.2,5.15,179.9,1.6,33252.09,8.9,2346.6128143932438,661.00605838076
2003,Wisconsin,221.1,5.6,3.8,72.8,5.15,184.0,2.3,34064.95,9.2,2392.0394376483478,758.8825999634836
2004,Wisconsin,209.8,5.0,3.7,73.3,5.15,188.9,2.7,35648.55,9.4,2468.9167120304846,697.7499546361822
2005,Wisconsin,241.8,4.8,3.6,71.1,5.15,195.3,3.4,36952.94,9.6,2533.513806172171,626.7821692835228
2006,Wisconsin,286.1,4.7,3.7,70.2,5.7,201.6,3.2,38651.41,9.2,2615.075376884422,636.4680545585069
2007,Wisconsin,291.5,4.8,3.6,70.5,6.5,207.342,2.9,40405.48,9.2,2697.80435558729,663.9950017850767
2008,Wisconsin,275.5,4.9,3.5,70.4,6.5,215.303,3.8,41334.97,9.1,2813.859275053305,677.7363184079602
2009,Wisconsin,259.1,9.0,3.5,70.4,6.55,214.537,-0.4,40711.61,9.4,2903.5543766578244,857.7541998231653
2010,Wisconsin,248.9,8.5,3.6,71.0,7.25,218.056,1.6,41673.83,9.8,3000.3690036900366,1118.6259005447198
2011,Wisconsin,249.9,7.6,3.6,68.5,7.25,224.939,3.2,42979.61,10.5,3088.5734314756396,992.3764458464773
2012,Wisconsin,283.9,6.9,3.4,67.5,7.25,229.594,2.1,44321.67,10.9,3028.054535920294,877.3990561090719
2013,Wisconsin,280.7,6.7,3.3,68.5,7.25,232.957,1.5,44888.16,11.4,2984.437086092715,697.0024398745207
2014,Wisconsin,291.1,5.3,3.2,67.8,7.25,236.736,1.6,46481.52,11.4,3098.6789501129847,858.143577264036
2015,Wisconsin,304.3,4.4,3.1,66.6,7.25,237.017,0.1,48098.63,12.1,3133.454797848343,683.4981780322748
2016,Wisconsin,306.9,3.9,3.01,67.7,7.25,240.007,1.3,48642.15,11.8,3185.5757575757575,709.4372294372293
2017,Wisconsin,321.8,3.3,2.9,68.0,7.25,245.12,2.1,50321.89,11.3,3203.4697048161574,709.1662351113413
2018,Wisconsin,299.0,3.0,2.9,67.9,7.25,251.107,2.4,52145.8,11.1,3363.1606128421413,715.2349802031331
2019,Wisconsin,293.2,3.3,2.7,66.1,7.25,255.657,1.8,54099.99,10.4,3452.2403433476393,664.7381974248926
1984,Wyoming,242.1,6.3,4.9778,68.8,3.35,103.9,4.3,16135.07,17.1,1703.4557235421166,400.8639308855291
1985,Wyoming,256.8,7.0,4.9222,73.2,3.35,107.6,3.5,16822.51,16.8,1755.844155844156,394.15584415584414
1986,Wyoming,293.1,8.6,4.8667,72.0,3.35,109.6,1.9,17321.82,15.6,1863.4782608695652,455.65217391304344
1987,Wyoming,283.1,8.1,4.8111,68.9,3.35,113.6,3.7,18426.51,14.8,1732.532751091703,520.7423580786026
1988,Wyoming,314.0,6.5,4.7556,67.8,3.35,118.3,4.1,19334.04,14.2,1691.9037199124728,392.3413566739606
1989,Wyoming,258.3,6.1,4.7,69.6,3.35,124.0,4.8,20099.55,13.0,1666.3736263736264,409.01098901098896
1990,Wyoming,301.4,5.1,4.7,68.9,3.35,130.7,5.4,21027.98,13.3,1749.339207048458,418.0616740088106
1991,Wyoming,310.2,5.0,4.6429,68.7,3.8,136.2,4.2,21811.6,14.0,1860.3938730853392,543.9824945295404
1992,Wyoming,319.5,5.4,4.5857,67.9,4.25,140.3,3.0,22935.42,14.2,1942.0824295010843,319.52277657266814
1993,Wyoming,286.2,5.3,4.5286,67.1,4.25,144.5,3.0,23132.67,13.8,1916.1290322580644,316.5591397849462
1994,Wyoming,272.5,4.9,4.4714,65.8,4.25,148.2,2.6,23753.53,13.3,2011.9402985074628,288.05970149253733
1995,Wyoming,254.2,4.8,4.4143,69.0,4.25,152.4,2.8,24705.66,12.9,2023.678646934461,356.87103594080344
1996,Wyoming,249.7,5.0,4.3571,68.0,4.25,156.9,2.9,25913.9,12.0,2056.394129979036,315.72327044025155
1997,Wyoming,255.2,4.8,4.3,67.6,4.75,160.5,2.3,27426.0,11.3,2092.931392931393,285.86278586278587
1998,Wyoming,247.6,4.8,4.2,70.0,5.15,163.0,1.6,28861.44,10.7,2105.360824742268,257.319587628866
1999,Wyoming,232.5,4.7,4.1,69.8,5.15,166.6,2.2,30469.84,10.3,2208.571428571429,250.0
2000,Wyoming,266.5,3.8,4.0,71.0,5.15,172.2,3.4,32154.82,9.4,2307.894736842105,262.3481781376518
2001,Wyoming,257.6,3.8,4.0,73.5,5.15,177.1,2.8,32921.92,9.1,2487.6267748478704,390.6693711967546
2002,Wyoming,273.4,4.0,3.9,73.0,5.15,179.9,1.6,33252.09,9.0,2617.1026156941653,343.6619718309859
2003,Wyoming,261.7,4.3,3.8,72.9,5.15,184.0,2.3,34064.95,8.9,2777.154308617234,538.877755511022
2004,Wyoming,229.9,3.8,3.7,72.8,5.15,188.9,2.7,35648.55,8.9,2900.1988071570577,470.77534791252486
2005,Wyoming,230.3,3.6,3.6,72.8,5.15,195.3,3.4,36952.94,9.2,3169.169960474308,441.897233201581
2006,Wyoming,253.8,3.0,3.7,73.7,5.15,201.6,3.2,38651.41,9.0,3365.302144249513,391.812865497076
2007,Wyoming,257.1,2.6,3.6,73.2,5.15,207.342,2.9,40405.48,8.9,3939.3881453154877,457.74378585086043
2008,Wyoming,249.7,2.9,3.5,73.3,5.85,215.303,3.8,41334.97,8.6,4290.243902439024,486.8667917448405
2009,Wyoming,219.7,6.3,3.5,73.8,6.55,214.537,-0.4,40711.61,8.8,4602.2058823529405,629.0441176470588
2010,Wyoming,197.9,6.9,3.6,73.4,7.25,218.056,1.6,41673.83,8.8,4434.690265486726,856.637168141593
2011,Wyoming,219.4,6.2,3.6,71.1,7.25,224.939,3.2,42979.61,9.1,4462.78659611993,753.7918871252205
2012,Wyoming,201.3,5.5,3.4,70.3,7.25,229.594,2.1,44321.67,9.4,4631.715771230503,661.1785095320624
2013,Wyoming,207.8,4.8,3.3,70.5,7.25,232.957,1.5,44888.16,9.7,4541.509433962264,587.6500857632934
2014,Wyoming,195.4,4.3,3.2,70.8,7.25,236.736,1.6,46481.52,9.7,4773.584905660377,580.2744425385936
2015,Wyoming,221.6,4.2,3.1,69.9,7.25,237.017,0.1,48098.63,10.6,5102.901023890786,544.3686006825939
2016,Wyoming,244.7,5.4,3.01,70.2,7.25,240.007,1.3,48642.15,10.9,5437.606837606838,613.3333333333334
2017,Wyoming,234.6,4.3,2.9,70.4,7.25,245.12,2.1,50321.89,10.8,5340.172413793104,620.8620689655173
2018,Wyoming,213.8,4.0,2.9,71.1,7.25,251.107,2.4,52145.8,10.7,4799.136442141624,586.5284974093265
2019,Wyoming,217.4,3.7,2.7,71.3,7.25,255.657,1.8,54099.99,9.9,4890.862068965517,584.3103448275862
